acronym,name,classification,formula,bands,polarizations,constants,external_variables,reductions,source,contributor,date_of_addition
SEVI,Shadow-Eliminated Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N/R) + fdelta * (1.0/R),"['N', 'R']",[],"{'fdelta': {'default_value': 0.581, 'description': 'Adjustment factor to avoid under-elimination or over-elimination'}}",{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/17538947.2018.1495770', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Hong Jiang', 'Sen Wang', 'Xiaojie Cao', 'Chenghai Yang', 'Zhaoming Zhang', 'Xiaoqin Wang'], 'citations_metrics': {'citation_count': 42, 'date': '2026-08-18', 'overall': {'percentile': 15.34, 'percentile_similar_age': 17.65, 'rank': 268, 'rank_similar_age': 57}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 14.22, 'percentile_similar_age': 26.47, 'rank': 182, 'rank_similar_age': 26}}, 'how_to_cite': {'apa': 'Hong Jiang, Sen Wang, Xiaojie Cao, Chenghai Yang, Zhaoming Zhang, & Xiaoqin Wang (2019). A shadow- eliminated vegetation index (SEVI) for removal of self and cast shadow effects on vegetation in rugged terrains. International Journal of Digital Earth, 12(9). https://doi.org/10.1080/17538947.2018.1495770', 'bibtex': 'ASI_SEVI'}, 'issue': '9', 'journal': 'International Journal of Digital Earth', 'source': 'crossref', 'title': 'A shadow- eliminated vegetation index (SEVI) for removal of self and cast shadow effects on vegetation in rugged terrains', 'type': 'article', 'volume': '12', 'year': 2019}}",https://github.com/davemlz,2022-09-22
SI,Shadow Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",((1.0 - B) * (1.0 - G) * (1.0 - R)) ** (1/3),"['B', 'G', 'R']",[],{},{},{},"{'source_companions': ['AVI', 'BI'], 'source_link': 'https://www.researchgate.net/publication/255718070_Tropical_forest_cover_density_mapping', 'source_link_semantic_scholar': {'corpus_id': 88163464, 'paper_id': '076b1060b928d1bf7a4ae1107ec82b291867c61e'}, 'source_link_status': 'operational', 'source_link_type': 'other', 'source_metadata': {'authors': ['A. Rikimaru', 'P. Roy', 'S. Miyatake'], 'citations_metrics': {'citation_count': 443, 'date': '2026-08-19', 'overall': {'percentile': 61.34, 'percentile_similar_age': 42.86, 'rank': 124, 'rank_similar_age': 31}, 'similar_age_count': 49, 'within_application_domain': {'percentile': 47.39, 'percentile_similar_age': 36.59, 'rank': 113, 'rank_similar_age': 28}}, 'how_to_cite': {'apa': 'A. Rikimaru, P. Roy, & S. Miyatake (2002). Tropical forest cover density mapping. Tropical Ecology, 43. https://www.researchgate.net/publication/255718070_Tropical_forest_cover_density_mapping', 'bibtex': 'ASI_AVI'}, 'journal': 'Tropical Ecology', 'source': 'semantic_scholar', 'title': 'Tropical forest cover density mapping', 'volume': '43', 'year': 2002}}",https://github.com/davemlz,2022-04-08
SIPI,Structure Insensitive Pigment Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N - A) / (N - R),"['N', 'A', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://eurekamag.com/research/009/395/009395053.php', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'other', 'source_metadata': {}}",https://github.com/davemlz,2021-09-17
SLAVI,Specific Leaf Area Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",N/(R + S2),"['N', 'R', 'S2']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://www.asprs.org/wp-content/uploads/pers/2000journal/february/2000_feb_183-191.pdf', 'source_link_semantic_scholar': None, 'source_link_status': 'down', 'source_link_type': 'other', 'source_metadata': {}}",https://github.com/geoSanjeeb,2023-07-03
SNDTI,Soil-Adjusted Normalized Difference Tillage Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(1.0 + L) * (S1 - S2) / (S1 + S2 + L),"['S1', 'S2']",[],"{'L': {'default_value': 0.6, 'description': 'Soil adjustment factor', 'suggested_range': [0.0, 1.0], 'suggested_values': {'Increased litter mass': 0.0, 'Low litter mass': 1.0}}}",{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/22797254.2017.1418186', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Hongrui Ren', 'Bei Zhang', 'Xulin Guo'], 'citations_metrics': {'citation_count': 16, 'date': '2026-08-18', 'overall': {'percentile': 7.99, 'percentile_similar_age': 1.79, 'rank': 289, 'rank_similar_age': 56}, 'similar_age_count': 56, 'within_application_domain': {'percentile': 7.11, 'percentile_similar_age': 3.85, 'rank': 197, 'rank_similar_age': 26}}, 'how_to_cite': {'apa': 'Hongrui Ren, Bei Zhang, & Xulin Guo (2018). Estimation of litter mass in nongrowing seasons in arid grasslands using MODIS satellite data. European Journal of Remote Sensing, 51(1). https://doi.org/10.1080/22797254.2017.1418186', 'bibtex': 'ASI_SNDTI'}, 'issue': '1', 'journal': 'European Journal of Remote Sensing', 'source': 'crossref', 'title': 'Estimation of litter mass in nongrowing seasons in arid grasslands using MODIS satellite data', 'type': 'article', 'volume': '51', 'year': 2018}}",https://github.com/davemlz,2025-10-11
SNDTI4RE,4-band Red Edge Soil-Adjusted Normalized Difference Tillage Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",gamma * ((S1 - S2) * 2.0)/(S1 + S2 + 1.0) + (1 - gamma) * ((N - RE3) * 2.0)/(N + RE3 + 1.0),"['S1', 'S2', 'N', 'RE3']",[],"{'gamma': {'default_value': 0.4, 'description': 'Weighting coefficient for the ratio SWIR1/SWIR2 (Sentinel-2)', 'suggested_range': [0.0, 1.0], 'suggested_values': {'April': 0.4, 'November': 0.5}}}",{},{},"{'source_companions': ['NDVI4RE', 'SAVI4RE', 'RVI4RE', 'NDTI4RE', 'STI4RE'], 'source_link': 'https://doi.org/10.1016/j.jag.2022.102793', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jiali Liu', 'Jianrong Fan', 'Chao Yang', 'Fubao Xu', 'Xiyu Zhang'], 'citations_metrics': {'citation_count': 20, 'date': '2026-08-18', 'overall': {'percentile': 10.22, 'percentile_similar_age': 36.0, 'rank': 287, 'rank_similar_age': 38}, 'similar_age_count': 50, 'within_application_domain': {'percentile': 9.95, 'percentile_similar_age': 45.16, 'rank': 195, 'rank_similar_age': 22}}, 'how_to_cite': {'apa': 'Jiali Liu, Jianrong Fan, Chao Yang, Fubao Xu, & Xiyu Zhang (2022). Novel vegetation indices for estimating photosynthetic and non-photosynthetic fractional vegetation cover from Sentinel data. International Journal of Applied Earth Observation and Geoinformation, 109. https://doi.org/10.1016/j.jag.2022.102793', 'bibtex': 'ASI_NDTI4RE'}, 'journal': 'International Journal of Applied Earth Observation and Geoinformation', 'source': 'crossref', 'title': 'Novel vegetation indices for estimating photosynthetic and non-photosynthetic fractional vegetation cover from Sentinel data', 'type': 'article', 'volume': '109', 'year': 2022}}",https://github.com/davemlz,2025-09-30
SR,Simple Ratio,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",N/R,"['N', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.2307/1936256', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Carl F. Jordan'], 'citations_metrics': {'citation_count': 2229, 'date': '2026-08-18', 'overall': {'percentile': 92.65, 'percentile_similar_age': 100.0, 'rank': 24, 'rank_similar_age': 1}, 'similar_age_count': 2, 'within_application_domain': {'percentile': 90.52, 'percentile_similar_age': 100.0, 'rank': 21, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'Carl F. Jordan (1969). Derivation of Leaf‐Area Index from Quality of Light on the Forest Floor. Ecology, 50(4). https://doi.org/10.2307/1936256', 'bibtex': 'ASI_SR'}, 'issue': '4', 'journal': 'Ecology', 'source': 'crossref', 'title': 'Derivation of Leaf‐Area Index from Quality of Light on the Forest Floor', 'type': 'article', 'volume': '50', 'year': 1969}}",https://github.com/davemlz,2022-04-08
SR2,Simple Ratio (800 and 550 nm),"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",N/G,"['N', 'G']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/01431169308904370', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['C. BUSCHMANN', 'E. NAGEL'], 'citations_metrics': {'citation_count': 433, 'date': '2026-08-18', 'overall': {'percentile': 60.38, 'percentile_similar_age': 13.04, 'rank': 125, 'rank_similar_age': 21}, 'similar_age_count': 23, 'within_application_domain': {'percentile': 46.45, 'percentile_similar_age': 13.04, 'rank': 114, 'rank_similar_age': 21}}, 'how_to_cite': {'apa': 'C. BUSCHMANN, & E. NAGEL (1993). In vivo spectroscopy and internal optics of leaves as basis for remote sensing of vegetation. International Journal of Remote Sensing, 14(4). https://doi.org/10.1080/01431169308904370', 'bibtex': 'ASI_SR2'}, 'issue': '4', 'journal': 'International Journal of Remote Sensing', 'source': 'crossref', 'title': 'In vivo spectroscopy and internal optics of leaves as basis for remote sensing of vegetation', 'type': 'article', 'volume': '14', 'year': 1993}}",https://github.com/davemlz,2022-04-09
SR555,Simple Ratio (555 and 750 nm),"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",RE2 / G,"['RE2', 'G']",[],{},{},{},"{'source_companions': ['NDVI705', 'SR705', 'RENDVI'], 'source_link': 'https://doi.org/10.1016/S0176-1617(11)81633-0', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Anatoly Gitelson', 'Mark N. Merzlyak'], 'citations_metrics': {'citation_count': 1206, 'date': '2026-08-18', 'overall': {'percentile': 87.22, 'percentile_similar_age': 65.52, 'rank': 43, 'rank_similar_age': 13}, 'similar_age_count': 29, 'within_application_domain': {'percentile': 83.41, 'percentile_similar_age': 67.86, 'rank': 38, 'rank_similar_age': 12}}, 'how_to_cite': {'apa': 'Anatoly Gitelson, & Mark N. Merzlyak (1994). Spectral Reflectance Changes Associated with Autumn Senescence of Aesculus hippocastanum L. and Acer platanoides L. Leaves. Spectral Features and Relation to Chlorophyll Estimation. Journal of Plant Physiology, 143(3). https://doi.org/10.1016/s0176-1617(11)81633-0', 'bibtex': 'ASI_NDVI705'}, 'issue': '3', 'journal': 'Journal of Plant Physiology', 'source': 'crossref', 'title': 'Spectral Reflectance Changes Associated with Autumn Senescence of Aesculus hippocastanum L. and Acer platanoides L. Leaves. Spectral Features and Relation to Chlorophyll Estimation', 'type': 'article', 'volume': '143', 'year': 1994}}",https://github.com/davemlz,2021-11-06
SR705,Simple Ratio (705 and 750 nm),"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",RE2 / RE1,"['RE2', 'RE1']",[],{},{},{},"{'source_companions': ['NDVI705', 'SR555', 'RENDVI'], 'source_link': 'https://doi.org/10.1016/S0176-1617(11)81633-0', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Anatoly Gitelson', 'Mark N. Merzlyak'], 'citations_metrics': {'citation_count': 1206, 'date': '2026-08-18', 'overall': {'percentile': 87.22, 'percentile_similar_age': 65.52, 'rank': 44, 'rank_similar_age': 14}, 'similar_age_count': 29, 'within_application_domain': {'percentile': 83.41, 'percentile_similar_age': 67.86, 'rank': 39, 'rank_similar_age': 13}}, 'how_to_cite': {'apa': 'Anatoly Gitelson, & Mark N. Merzlyak (1994). Spectral Reflectance Changes Associated with Autumn Senescence of Aesculus hippocastanum L. and Acer platanoides L. Leaves. Spectral Features and Relation to Chlorophyll Estimation. Journal of Plant Physiology, 143(3). https://doi.org/10.1016/s0176-1617(11)81633-0', 'bibtex': 'ASI_NDVI705'}, 'issue': '3', 'journal': 'Journal of Plant Physiology', 'source': 'crossref', 'title': 'Spectral Reflectance Changes Associated with Autumn Senescence of Aesculus hippocastanum L. and Acer platanoides L. Leaves. Spectral Features and Relation to Chlorophyll Estimation', 'type': 'article', 'volume': '143', 'year': 1994}}",https://github.com/davemlz,2021-11-06
SRVI,Symbolic Regression Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(2.0 * N - 3.0 * R) / (N + R + 0.5 * (G + S1)),"['N', 'R', 'G', 'S1']",[],{},{},{},"{'source_companions': ['SRWI'], 'source_link': 'https://doi.org/10.1038/s41598-025-34720-x', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Charalambos Chrysostomou', 'Stelios P. Neophytides', 'Michalis Mavrovouniotis', 'Diofantos G. Hadjimitsis'], 'citations_metrics': {'citation_count': 2, 'date': '2026-08-18', 'overall': {'percentile': 2.56, 'percentile_similar_age': 42.11, 'rank': 306, 'rank_similar_age': 12}, 'similar_age_count': 19, 'within_application_domain': {'percentile': 2.37, 'percentile_similar_age': 38.46, 'rank': 207, 'rank_similar_age': 9}}, 'how_to_cite': {'apa': 'Charalambos Chrysostomou, Stelios P. Neophytides, Michalis Mavrovouniotis, & Diofantos G. Hadjimitsis (2026). Optimized spectral indices for global vegetation and water mapping using Sentinel-2. Scientific Reports, 16(1). https://doi.org/10.1038/s41598-025-34720-x', 'bibtex': 'ASI_SRVI'}, 'issue': '1', 'journal': 'Scientific Reports', 'source': 'crossref', 'title': 'Optimized spectral indices for global vegetation and water mapping using Sentinel-2', 'type': 'article', 'volume': '16', 'year': 2026}}",https://github.com/c-chrysostomou,2026-05-25
SRWI,Symbolic Regression Water Index,"{'application_domain': 'water', 'family': None, 'sensing_modalities': ['multispectral']}",((G + B) - (N + S1)) / ((G + B) + (N + S1)),"['G', 'B', 'N', 'S1']",[],{},{},{},"{'source_companions': ['SRVI'], 'source_link': 'https://doi.org/10.1038/s41598-025-34720-x', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Charalambos Chrysostomou', 'Stelios P. Neophytides', 'Michalis Mavrovouniotis', 'Diofantos G. Hadjimitsis'], 'citations_metrics': {'citation_count': 2, 'date': '2026-08-18', 'overall': {'percentile': 2.56, 'percentile_similar_age': 42.11, 'rank': 307, 'rank_similar_age': 13}, 'similar_age_count': 19, 'within_application_domain': {'percentile': 3.23, 'percentile_similar_age': 25.0, 'rank': 31, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'Charalambos Chrysostomou, Stelios P. Neophytides, Michalis Mavrovouniotis, & Diofantos G. Hadjimitsis (2026). Optimized spectral indices for global vegetation and water mapping using Sentinel-2. Scientific Reports, 16(1). https://doi.org/10.1038/s41598-025-34720-x', 'bibtex': 'ASI_SRVI'}, 'issue': '1', 'journal': 'Scientific Reports', 'source': 'crossref', 'title': 'Optimized spectral indices for global vegetation and water mapping using Sentinel-2', 'type': 'article', 'volume': '16', 'year': 2026}}",https://github.com/c-chrysostomou,2026-05-25
STI,Simple Tillage Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",S1 / S2,"['S1', 'S2']",[],{},{},{},"{'source_companions': ['NDTillI'], 'source_link': 'https://www.asprs.org/wp-content/uploads/pers/1997journal/jan/1997_jan_87-93.pdf', 'source_link_semantic_scholar': None, 'source_link_status': 'down', 'source_link_type': 'other', 'source_metadata': {}}",https://github.com/davemlz,2025-10-11
STI4RE,4-band Red Edge Soil Tillage Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",gamma * S1/S2 + (1 - gamma) * N/RE3,"['S1', 'S2', 'N', 'RE3']",[],"{'gamma': {'default_value': 0.4, 'description': 'Weighting coefficient for the ratio SWIR1/SWIR2 (Sentinel-2)', 'suggested_range': [0.0, 1.0], 'suggested_values': {'April': 0.4, 'November': 0.5}}}",{},{},"{'source_companions': ['NDVI4RE', 'SAVI4RE', 'RVI4RE', 'NDTI4RE', 'SNDTI4RE'], 'source_link': 'https://doi.org/10.1016/j.jag.2022.102793', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jiali Liu', 'Jianrong Fan', 'Chao Yang', 'Fubao Xu', 'Xiyu Zhang'], 'citations_metrics': {'citation_count': 20, 'date': '2026-08-18', 'overall': {'percentile': 10.22, 'percentile_similar_age': 36.0, 'rank': 288, 'rank_similar_age': 39}, 'similar_age_count': 50, 'within_application_domain': {'percentile': 9.95, 'percentile_similar_age': 45.16, 'rank': 196, 'rank_similar_age': 23}}, 'how_to_cite': {'apa': 'Jiali Liu, Jianrong Fan, Chao Yang, Fubao Xu, & Xiyu Zhang (2022). Novel vegetation indices for estimating photosynthetic and non-photosynthetic fractional vegetation cover from Sentinel data. International Journal of Applied Earth Observation and Geoinformation, 109. https://doi.org/10.1016/j.jag.2022.102793', 'bibtex': 'ASI_NDTI4RE'}, 'journal': 'International Journal of Applied Earth Observation and Geoinformation', 'source': 'crossref', 'title': 'Novel vegetation indices for estimating photosynthetic and non-photosynthetic fractional vegetation cover from Sentinel data', 'type': 'article', 'volume': '109', 'year': 2022}}",https://github.com/davemlz,2025-09-30
SUI,Sealed Urban Index,"{'application_domain': 'urban', 'family': None, 'sensing_modalities': ['multispectral']}",((G - S1)*(S2 - R))/((G + S1)*(S2 + R)),"['G', 'S1', 'S2', 'R']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.1080/01431161.2026.2715141', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Ahmad Asad', 'Alessandra Capolupo', 'Eufemia Tarantino'], 'citations_metrics': {'citation_count': 0, 'date': '2026-08-18', 'overall': {'percentile': 1.92, 'percentile_similar_age': 31.58, 'rank': 310, 'rank_similar_age': 16}, 'similar_age_count': 19, 'within_application_domain': {'percentile': 5.26, 'percentile_similar_age': 100.0, 'rank': 19, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'Ahmad Asad, Alessandra Capolupo, & Eufemia Tarantino (2026). A cross-sensor spectral index for soil sealing detection with improved impervious-bare soil discrimination. International Journal of Remote Sensing. https://doi.org/10.1080/01431161.2026.2715141', 'bibtex': 'ASI_SUI'}, 'journal': 'International Journal of Remote Sensing', 'source': 'crossref', 'title': 'A cross-sensor spectral index for soil sealing detection with improved impervious-bare soil discrimination', 'type': 'article', 'year': 2026}}",https://github.com/davemlz,2026-08-12
SWI,Snow Water Index,"{'application_domain': 'snow', 'family': None, 'sensing_modalities': ['multispectral']}",(G * (N - S1)) / ((G + N) * (N + S1)),"['G', 'N', 'S1']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/rs11232774', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Abhilasha Dixit', 'Ajanta Goswami', 'Sanjay Jain'], 'citations_metrics': {'citation_count': 43, 'date': '2026-08-18', 'overall': {'percentile': 15.65, 'percentile_similar_age': 19.12, 'rank': 265, 'rank_similar_age': 56}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 40.0, 'percentile_similar_age': 66.67, 'rank': 7, 'rank_similar_age': 2}}, 'how_to_cite': {'apa': 'Abhilasha Dixit, Ajanta Goswami, & Sanjay Jain (2019). Development and Evaluation of a New “Snow Water Index (SWI)” for Accurate Snow Cover Delineation. Remote Sensing, 11(23). https://doi.org/10.3390/rs11232774', 'bibtex': 'ASI_SWI'}, 'issue': '23', 'journal': 'Remote Sensing', 'source': 'crossref', 'title': 'Development and Evaluation of a New “Snow Water Index (SWI)” for Accurate Snow Cover Delineation', 'type': 'article', 'volume': '11', 'year': 2019}}",https://github.com/davemlz,2021-09-18
SWM,Sentinel Water Mask,"{'application_domain': 'water', 'family': None, 'sensing_modalities': ['multispectral']}",(B + G)/(N + S1),"['B', 'G', 'N', 'S1']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://eoscience.esa.int/landtraining2017/files/posters/MILCZAREK.pdf', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'other', 'source_metadata': {'authors': ['Marta Milczarek', 'Anna Robak', 'Alicja Gadawska'], 'how_to_cite': {'apa': 'Marta Milczarek, Anna Robak, & Alicja Gadawska (2017). Sentinel Water Mask (SWM) - new index for water detection on Sentinel-2 images. 7th Advanced Training Course on Land Remote Sensing, Szent István University, Gödöllő, Hungary 4-9 September 2017. https://eoscience.esa.int/landtraining2017/files/posters/MILCZAREK.pdf', 'bibtex': 'ASI_SWM'}, 'journal': '7th Advanced Training Course on Land Remote Sensing, Szent István University, Gödöllő, Hungary 4-9 September 2017', 'source': 'contributor', 'title': 'Sentinel Water Mask (SWM) - new index for water detection on Sentinel-2 images', 'type': 'poster', 'year': 2017}}",https://github.com/davemlz,2022-04-20
SeLI,Sentinel-2 LAI Green Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N2 - RE1) / (N2 + RE1),"['N2', 'RE1']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.3390/s19040904', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Nieves Pasqualotto', 'Jesús Delegido', 'Shari Van Wittenberghe', 'Michele Rinaldi', 'José Moreno'], 'citations_metrics': {'citation_count': 124, 'date': '2026-08-18', 'overall': {'percentile': 32.59, 'percentile_similar_age': 52.94, 'rank': 212, 'rank_similar_age': 33}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 22.75, 'percentile_similar_age': 55.88, 'rank': 164, 'rank_similar_age': 16}}, 'how_to_cite': {'apa': 'Nieves Pasqualotto, Jesús Delegido, Shari Van Wittenberghe, Michele Rinaldi, & José Moreno (2019). Multi-Crop Green LAI Estimation with a New Simple Sentinel-2 LAI Index (SeLI). Sensors, 19(4). https://doi.org/10.3390/s19040904', 'bibtex': 'ASI_SeLI'}, 'issue': '4', 'journal': 'Sensors', 'source': 'crossref', 'title': 'Multi-Crop Green LAI Estimation with a New Simple Sentinel-2 LAI Index (SeLI)', 'type': 'article', 'volume': '19', 'year': 2019}}",https://github.com/davemlz,2021-04-08
TCARI,Transformed Chlorophyll Absorption in Reflectance Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",3 * ((RE1 - R) - 0.2 * (RE1 - G) * (RE1 / R)),"['RE1', 'R', 'G']",[],{},{},{},"{'source_companions': ['TCARIOSAVI'], 'source_link': 'https://doi.org/10.1016/S0034-4257(02)00018-4', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Driss Haboudane', 'John R. Miller', 'Nicolas Tremblay', 'Pablo J. Zarco-Tejada', 'Louise Dextraze'], 'citations_metrics': {'citation_count': 1698, 'date': '2026-08-18', 'overall': {'percentile': 88.82, 'percentile_similar_age': 65.31, 'rank': 36, 'rank_similar_age': 18}, 'similar_age_count': 49, 'within_application_domain': {'percentile': 85.78, 'percentile_similar_age': 60.98, 'rank': 31, 'rank_similar_age': 17}}, 'how_to_cite': {'apa': 'Driss Haboudane, John R. Miller, Nicolas Tremblay, Pablo J. Zarco-Tejada, & Louise Dextraze (2002). Integrated narrow-band vegetation indices for prediction of crop chlorophyll content for application to precision agriculture. Remote Sensing of Environment, 81(2-3). https://doi.org/10.1016/s0034-4257(02)00018-4', 'bibtex': 'ASI_TCARI'}, 'issue': '2-3', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Integrated narrow-band vegetation indices for prediction of crop chlorophyll content for application to precision agriculture', 'type': 'article', 'volume': '81', 'year': 2002}}",https://github.com/davemlz,2021-05-13
TCARIOSAVI,TCARI/OSAVI Ratio,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(3 * ((RE1 - R) - 0.2 * (RE1 - G) * (RE1 / R))) / (1.16 * (N - R) / (N + R + 0.16)),"['RE1', 'R', 'G', 'N']",[],{},{},{},"{'source_companions': ['TCARI'], 'source_link': 'https://doi.org/10.1016/S0034-4257(02)00018-4', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Driss Haboudane', 'John R. Miller', 'Nicolas Tremblay', 'Pablo J. Zarco-Tejada', 'Louise Dextraze'], 'citations_metrics': {'citation_count': 1698, 'date': '2026-08-18', 'overall': {'percentile': 88.82, 'percentile_similar_age': 65.31, 'rank': 37, 'rank_similar_age': 19}, 'similar_age_count': 49, 'within_application_domain': {'percentile': 85.78, 'percentile_similar_age': 60.98, 'rank': 32, 'rank_similar_age': 18}}, 'how_to_cite': {'apa': 'Driss Haboudane, John R. Miller, Nicolas Tremblay, Pablo J. Zarco-Tejada, & Louise Dextraze (2002). Integrated narrow-band vegetation indices for prediction of crop chlorophyll content for application to precision agriculture. Remote Sensing of Environment, 81(2-3). https://doi.org/10.1016/s0034-4257(02)00018-4', 'bibtex': 'ASI_TCARI'}, 'issue': '2-3', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Integrated narrow-band vegetation indices for prediction of crop chlorophyll content for application to precision agriculture', 'type': 'article', 'volume': '81', 'year': 2002}}",https://github.com/davemlz,2021-11-06
TCARIOSAVI705,TCARI/OSAVI Ratio (705 and 750 nm),"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(3 * ((RE2 - RE1) - 0.2 * (RE2 - G) * (RE2 / RE1))) / (1.16 * (RE2 - RE1) / (RE2 + RE1 + 0.16)),"['RE2', 'RE1', 'G']",[],{},{},{},"{'source_companions': ['MCARIOSAVI705', 'MCARI705', 'MSR705'], 'source_link': 'https://doi.org/10.1016/j.agrformet.2008.03.005', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Chaoyang Wu', 'Zheng Niu', 'Quan Tang', 'Wenjiang Huang'], 'citations_metrics': {'citation_count': 767, 'date': '2026-08-18', 'overall': {'percentile': 79.23, 'percentile_similar_age': 88.24, 'rank': 69, 'rank_similar_age': 8}, 'similar_age_count': 34, 'within_application_domain': {'percentile': 72.51, 'percentile_similar_age': 87.5, 'rank': 62, 'rank_similar_age': 6}}, 'how_to_cite': {'apa': 'Chaoyang Wu, Zheng Niu, Quan Tang, & Wenjiang Huang (2008). Estimating chlorophyll content from hyperspectral vegetation indices: Modeling and validation. Agricultural and Forest Meteorology, 148(8-9). https://doi.org/10.1016/j.agrformet.2008.03.005', 'bibtex': 'ASI_MCARI705'}, 'issue': '8-9', 'journal': 'Agricultural and Forest Meteorology', 'source': 'crossref', 'title': 'Estimating chlorophyll content from hyperspectral vegetation indices: Modeling and validation', 'type': 'article', 'volume': '148', 'year': 2008}}",https://github.com/davemlz,2021-11-06
